stevilka,ime,tema,podtema,leto,st_kock,st_minifigur,dostopnost,msrp,vrednost
10674.0,Pony Farm,Juniors,Girl,2014,306,1,Retired,29.99,43.85
10675.0,Police – The Big Escape,Juniors,City,2014,146,3,Retired,29.99,54.67
10676.0,Knights' Castle,Juniors,Fantasy,2014,480,4,Retired,44.99,109.56
10677.0,Beach Trip,Juniors,Girl,2015,74,1,Retired,9.99,17.02
10679.0,Pirate Treasure Hunt,Juniors,Fantasy,2015,57,2,Retired,9.99,21.96
10680.0,Garbage Truck,Juniors,City,2015,99,2,Retired,19.99,71.28
10681.0,Creative Building Cube,Bricks and More,,2014,600,0,Retired,24.99,37.75
10682.0,Creative Suitcase,Bricks and More,,2014,1000,0,Retired,39.99,70.11
10683.0,Road Work Truck,Juniors,City,2015,132,2,Retired,19.99,52.58
10684.0,Supermarket Suitcase,Juniors,Girl,2015,134,2,Retired,24.99,27.9
10685.0,Fire Suitcase,Juniors,City,2015,113,2,Retired,24.99,30.8
10686.0,Family House,Juniors,Girl,2015,226,3,Retired,34.99,48.39
10687.0,Spider-Man Hideout,Juniors,Super Heroes,2015,137,3,Retired,34.99,42.0
10692.0,Creative Bricks,Classic,,2015,221,0,Retail,14.99,
10693.0,Creative Supplement,Classic,,2015,303,0,Retired,19.99,21.18
10694.0,Creative Supplement Bright,Classic,,2015,303,0,Retired,19.99,25.12
10695.0,Creative Building Box,Classic,,2015,580,0,Retired,24.99,128.99
10696.0,Medium Creative Brick Box,Classic,,2015,484,0,Retail,29.99,
10697.0,XXXL Box,Classic,,2015,1500,0,Retired,59.99,91.63
10698.0,Large Creative Brick Box,Classic,,2015,790,0,Retail,44.99,
10699.0,32x32 Sand Baseplate,Classic,,2015,1,0,Retired,7.99,21.79
10700.0,32x32 Green Baseplate,Classic,,2015,1,0,Retired,7.99,8.78
10701.0,48x48 Grey Baseplate,Classic,,2015,1,0,Retired,14.99,24.84
10702.0,Creative Building Set,Classic,,2016,583,0,Retired,24.99,38.48
10703.0,Creative Builder Box,Classic,,2017,502,0,Retired,24.99,126.83
10704.0,Creative Box,Classic,,2017,900,0,Retired,34.99,50.62
10705.0,Creative Building Basket,Classic,,2016,1000,0,Retired,39.99,74.17
10706.0,Blue Creative Box,Classic,,2017,78,0,Retired,4.99,5.28
10707.0,Red Creative Box,Classic,,2017,55,0,Retired,4.99,5.32
10708.0,Green Creative Box,Classic,,2017,66,0,Retired,4.99,8.76
10709.0,Orange Creative Box,Classic,,2017,60,0,Retired,4.99,6.54
10712.0,Bricks and Gears,Classic,,2018,244,0,Retired,19.99,26.39
10713.0,Creative Suitcase,Classic,,2018,213,0,Retired,19.99,
10714.0,Blue Baseplate,Classic,,2018,1,0,Retired,7.99,8.79
10715.0,Bricks on a Roll,Classic,,2018,442,0,Retired,24.99,26.36
10717.0,Extra Large Brick Box,Classic,,2018,1500,0,Retired,59.99,59.83
10720.0,Police Helicopter Chase,Juniors,City,2016,63,2,Retired,9.99,17.77
10721.0,Iron Man vs. Loki,Juniors,Super Heroes,2016,66,2,Retired,12.99,41.24
10722.0,Snake Showdown,Juniors,Ninjago,2016,92,2,Retired,14.99,23.75
10723.0,Ariel's Dolphin Carriage,Juniors,Disney Princess,2016,70,1,Retired,14.99,20.22
10724.0,Batman & Superman vs. Lex Luthor,Juniors,Super Heroes,2016,164,3,Retired,24.99,35.35
10725.0,Lost Temple,Juniors,Ninjago,2016,172,3,Retired,34.99,35.2
10726.0,Stephanie's Horse Carriage,Juniors,Friends,2016,58,1,Retired,9.99,44.99
10727.0,Emma's Ice Cream Truck,Juniors,Friends,2016,136,2,Retired,17.59,42.95
10728.0,Mia's Vet Clinic,Juniors,Friends,2016,173,2,Retired,29.99,39.36
10729.0,Cinderella's Carriage,Juniors,Disney Princess,2016,116,2,Retired,24.99,26.49
10730.0,Lightning McQueen Speed Launcher,Juniors,Cars 3,2017,47,1,Retired,9.99,43.99
10731.0,Cruz Ramirez Race Simulator,Juniors,Cars 3,2017,59,1,Retired,9.99,13.16
10732.0,Guido and Luigi's Pit Stop,Juniors,Cars 3,2017,75,2,Retired,9.99,17.56
10733.0,Mater's Junkyard,Juniors,Cars 3,2017,62,1,Retired,9.99,32.38
10734.0,Demolition Site,Juniors,City,2017,175,3,Retired,29.99,38.69
10735.0,Police Truck Chase,Juniors,City,2017,90,2,Retired,19.99,36.7
10736.0,Anna and Elsa's Frozen Playground,Juniors,Disney Princess,2017,94,2,Retired,24.99,41.71
10737.0,Batman vs. Mr. Freeze,Juniors,DC Comics Super Heroes,2017,63,2,Retired,14.99,15.81
10738.0,Snow White's Forest Cottage,Juniors,,2017,67,1,Retired,14.99,31.64
10739.0,Shark Attack,Juniors,Ninjago,2017,108,3,Retired,19.99,21.6
10740.0,Fire Patrol Suitcase,Juniors,City,2017,110,2,Retired,19.99,43.99
10742.0,Willy's Butte Speed Training,Juniors,Cars 3,2017,95,2,Retired,19.99,26.26
10743.0,Smokey's Garage,Juniors,Cars 3,2017,116,3,Retired,24.99,47.39
10744.0,Thunder Hollow Crazy 8 Race,Juniors,Cars 3,2017,191,4,Retired,39.99,67.37
10745.0,Florida 500 Final Race,Juniors,Cars 3,2017,266,5,Retired,49.99,85.63
10746.0,Mia's Farm Suitcase,Juniors,Friends,2017,100,1,Retired,19.99,49.36
10747.0,Andrea and Stephanie's Beach Holiday,Juniors,Friends,2017,143,2,Retired,29.99,35.92
10748.0,Emma's Pet Party,Juniors,Friends,2018,67,1,Retired,9.99,11.92
10749.0,Mia's Organic Food Market,Juniors,Friends,2018,115,1,Retired,19.99,25.48
10750.0,Road Repair Truck,Juniors,City,2018,73,1,Retired,9.99,13.58
10751.0,Mountain Police Chase,Juniors,City,2018,115,2,Retired,19.99,21.99
10753.0,The Joker Batcave Attack,Juniors,DC Comics Super Heroes,2018,151,3,Retired,29.99,29.02
10754.0,Spider-Man vs. Scorpion Street Showdown,Juniors,Marvel Super Heroes,2018,125,2,Retired,22.99,35.2
10755.0,Zane's Ninja Boat Pursuit,Juniors,Ninjago,2018,131,2,Retired,19.99,24.26
10756.0,Pteranadon Escape,Juniors,Jurassic World Fallen Kingdom,2018,84,2,Retired,22.99,23.53
10757.0,Raptor Rescue Truck,Juniors,Jurassic World Fallen Kingdom,2018,85,2,Retired,29.99,29.59
10758.0,T. Rex Breakout,Juniors,Jurassic World Fallen Kingdom,2018,150,3,Retired,49.99,61.6
10759.0,Elastigirl's Rooftop Pursuit,Juniors,Incredibles 2,2018,95,2,Retired,24.99,22.3
10760.0,Underminer's Bank Heist,Juniors,Incredibles 2,2018,149,3,Retired,29.99,38.57
10761.0,The Great Home Escape,Juniors,Incredibles 2,2018,178,4,Retired,34.99,49.24
10762.0,Belle's Story Time,Juniors,Disney Princess,2018,87,2,Retired,16.99,17.59
10763.0,Stephanie's Lakeside House,Juniors,Friends,2018,215,3,Retired,34.99,39.58
10764.0,City Central Airport,Juniors,City,2018,376,5,Retired,49.99,44.11
10765.0,Ariel's Underwater Concert,Juniors,Disney Princess,2018,92,1,Retired,14.99,21.01
10766.0,Woody & RC,Toy Story,Toy Story 4,2019,69,1,Retired,9.99,9.49
10767.0,Duke Caboom's Stunt Show,Toy Story,Toy Story 4,2019,120,2,Retired,19.99,21.87
10768.0,Buzz and Bo Peep's Playground Adventure,Toy Story,Toy Story 4,2019,139,3,Retired,24.99,24.67
10769.0,RV Vacation,Toy Story,Toy Story 4,2019,178,3,Retired,34.99,35.14
10770.0,Buzz & Woody's Carnival Mania!,Toy Story,Toy Story 4,2019,230,5,Retired,49.99,40.39
10771.0,Carnival Thrill Coaster,Toy Story,Toy Story 4,2019,98,2,Retired,19.99,22.0
10772.0,Mickey Mouse's Propeller Plane,Disney,Mickey and Friends,2021,59,1,Retail,9.99,
10773.0,Minnie Mouse's Ice Cream Shop,Disney,Mickey and Friends,2021,100,2,Retail,19.99,
10774.0,Mickey Mouse & Minnie Mouse's Space Rocket,Disney,Mickey and Friends,2021,88,2,Retail,19.99,
10775.0,Mickey Mouse & Donald Duck's Farm,Disney,Mickey and Friends,2021,118,2,Retail,29.99,
10776.0,Mickey & Friends Fire Truck & Station,Disney,Mickey and Friends,2021,144,4,Retail,49.99,
10801.0,Baby Animals,Duplo,,2016,13,0,Retired,9.99,31.97
10802.0,Savanna,Duplo,,2016,18,1,Retired,19.99,52.76
10803.0,Arctic,Duplo,,2016,40,2,Retired,29.99,62.51
10804.0,Jungle,Duplo,,2016,86,2,Retired,59.99,82.75
10805.0,Around the World,Duplo,,2016,163,5,Retired,99.99,126.02
10806.0,Horses,Duplo,,2016,20,1,Retired,14.99,61.83
10807.0,Horse Trailer,Duplo,,2016,15,2,Retired,19.99,74.48
10808.0,Little Plane,Duplo,,2016,13,1,Retired,9.99,22.22
10809.0,Police Patrol,Duplo,,2016,15,2,Retired,14.99,43.99
10810.0,Push Train,Duplo,Trains,2016,45,2,Retired,29.99,100.7
10811.0,Backhoe Loader,Duplo,Construction,2016,19,1,Retired,14.99,39.74
10812.0,Truck & Tracked Excavator,Duplo,Construction,2016,28,2,Retired,19.49,27.27
10813.0,Big Construction Site,Duplo,Construction,2016,67,3,Retired,49.99,101.2
10814.0,Tow Truck,Duplo,,2016,28,2,Retired,19.99,27.62
10815.0,My First Rocket,Duplo,My First,2016,18,0,Retired,9.99,17.49
10816.0,My First Cars and Trucks,Duplo,My First,2016,36,0,Retired,19.99,58.48
10817.0,Creative Chest,Duplo,,2016,70,0,Retired,24.99,29.5
10818.0,My First Truck,Duplo,My First,2016,29,2,Retired,19.99,83.6
10819.0,My First Garden,Duplo,My First,2016,25,2,Retired,19.99,24.32
10820.0,Creative Construction Basket,Duplo,,2016,110,2,Retired,39.99,70.12
10822.0,Sofia the First Magical Carriage,Duplo,Sofia the First,2016,30,1,Retired,29.99,60.57
10823.0,Batwing Adventure,Duplo,,2016,28,2,Retired,29.99,44.4
10824.0,Miles' Space Adventures,Duplo,Miles from Tomorrowland,2016,23,1,Retired,19.99,24.88
10825.0,Miles' Exo-Flex Suit,Duplo,Miles from Tomorrowland,2016,37,1,Retired,21.99,55.91
10826.0,Miles' Stellosphere Hangar,Duplo,Miles from Tomorrowland,2016,44,1,Retired,34.99,39.34
10827.0,Mickey & Friends Beach House,Duplo,Mickey Mouse Clubhouse,2016,48,3,Retired,34.99,70.39
10828.0,Doc McStuffins' Pet Vet Care,Duplo,Doc McStuffins,2016,30,1,Retired,24.99,33.17
10829.0,Mickey's Workshop,Duplo,Mickey Mouse Clubhouse,2016,18,1,Retired,19.99,51.51
10830.0,Minnie's Cafe,Duplo,,2016,27,1,Retired,19.99,52.6
10831.0,My First Caterpillar,Duplo,My First,2016,19,0,Retired,9.99,12.01
10832.0,Birthday Party,Duplo,,2017,19,3,Retired,14.99,26.39
10833.0,Nursery School,Duplo,,2017,39,3,Retired,19.99,62.67
10834.0,Pizzeria,Duplo,,2017,57,3,Retired,29.99,52.8
10835.0,Family House,Duplo,,2017,69,3,Retired,39.99,83.13
10836.0,Neighborhood,Duplo,,2017,98,5,Retired,59.99,193.6
10837.0,Santa's Winter Holiday,Duplo,,2017,45,3,Retired,29.99,59.8
10838.0,Pets,Duplo,,2017,15,0,Retired,9.99,20.79
10839.0,Shooting Gallery,Duplo,,2017,32,2,Retired,24.99,27.32
10840.0,Big Fair,Duplo,,2017,106,5,Retired,79.99,106.33
10841.0,Fun Family Fair,Duplo,,2017,61,4,Retired,44.99,93.0
10842.0,Batcave Challenge,Duplo,Batman,2017,73,4,Retired,49.99,122.14
10843.0,Mickey Racer,Duplo,Mickey and the Roadster Racers,2017,15,1,Retired,14.99,38.46
10844.0,Minnie Mouse Bow-tique,Duplo,,2017,70,2,Retired,39.99,110.81
10845.0,My First Carousel,Duplo,My First,2017,24,3,Retired,24.99,26.37
10846.0,Flo's Café,Duplo,Cars 3,2017,28,3,Retired,49.99,196.65
10847.0,My First Number Train,Duplo,My First,2017,23,2,Retired,19.99,20.77
10848.0,My First Building Blocks,Duplo,My First,2017,80,0,Retired,19.99,26.36
10849.0,My First Plane,Duplo,My First,2017,10,0,Retired,4.99,4.76
10850.0,My First Birthday Cake,Duplo,My First,2017,8,0,Retired,4.99,5.64
10851.0,My First Bus,Duplo,My First,2017,6,0,Retired,4.99,20.64
10852.0,My First Parrot,Duplo,My First,2017,7,0,Retired,4.99,6.05
10853.0,Abundant Wildlife Creative Building Set,Duplo,Building Sets,2017,75,0,Retired,24.99,58.51
10854.0,Creative Box,Duplo,Building Sets,2017,120,1,Retired,34.99,75.06
10855.0,Cinderella's Magical Castle,Duplo,Disney Princess,2017,56,2,Retired,34.99,61.07
10856.0,Mater's Shed,Duplo,Cars 3,2017,23,1,Retired,19.99,49.93
10857.0,Piston Cup Race,Duplo,Cars 3,2017,31,3,Retired,29.99,53.6
10858.0,My First Puzzle Pets,Duplo,My First,2018,18,0,Retired,9.99,18.51
10859.0,My First Ladybug,Duplo,My First,2018,6,0,Retired,4.99,16.54
10860.0,My First Race Car,Duplo,My First,2018,6,0,Retired,4.99,7.36
10861.0,My First Emotions,Duplo,My First,2018,28,0,Retired,19.99,33.61
10862.0,My First Celebration,Duplo,My First,2018,41,0,Retired,14.99,26.4
10863.0,My First Animal Brick Box,Duplo,My First,2018,34,0,Retired,29.99,38.32
10864.0,Large Playground Brick Box,Duplo,Building Sets,2018,71,2,Retired,44.99,133.17
10865.0,Fun Creations,Duplo,,2018,70,0,Retired,24.99,43.99
10867.0,Farmers' Market,Duplo,,2018,26,3,Retired,19.99,34.99
10868.0,Farm Pony Stable,Duplo,,2018,59,2,Retired,29.99,52.25
10869.0,Farm Adventures,Duplo,,2018,104,3,Retired,59.99,180.39
10870.0,Farm Animals,Duplo,,2018,16,0,Retired,9.99,22.25
10871.0,Airport,Duplo,,2018,29,3,Retired,24.99,26.36
10872.0,Train Bridge and Tracks,Duplo,Trains,2018,26,1,Retired,24.99,
10873.0,Minnie's Birthday Party,Duplo,Disney,2018,21,1,Retired,19.99,20.43
10874.0,Steam Train,Duplo,Trains,2018,59,2,Retired,64.99,61.49
10875.0,Cargo Train,Duplo,Trains,2018,105,3,Retired,129.99,119.16
10876.0,Spider-Man & Hulk Adventures,Duplo,Spider-Man,2018,38,3,Retired,29.99,63.99
10877.0,Belle's Tea Party,Duplo,Disney Princess,2018,19,1,Retired,19.99,32.55
10878.0,Rapunzel's Tower,Duplo,Disney Princess,2018,37,1,Retired,29.99,114.36
10879.0,Gentle Giants Petting Zoo,Duplo,Jurassic World Fallen Kingdom,2018,24,1,Retired,19.99,43.99
10880.0,T. Rex Tower,Duplo,Jurassic World Fallen Kingdom,2018,22,1,Retired,29.99,43.21
10881.0,Mickey's Boat,Duplo,Disney,2018,28,2,Retired,29.99,39.6
10882.0,Train Tracks,Duplo,Trains,2018,23,0,Retired,19.99,
10883.0,My First Tow Truck,Duplo,,2019,11,0,Retired,9.99,18.0
10884.0,My First Balancing Animals,Duplo,,2019,15,0,Retired,14.99,21.99
10885.0,My First Fun Puzzle,Duplo,,2019,15,0,Retired,19.99,29.68
10886.0,My First Car Creations,Duplo,,2019,34,0,Retired,19.99,26.27
10887.0,Creative Fun,Duplo,,2019,120,1,Retired,34.99,36.04
10889.0,Mickey's Vacation House,Duplo,,2019,57,1,Retired,49.99,73.85
10893.0,Spider-Man vs. Electro,Duplo,Spider-Man,2019,29,2,Retired,19.99,36.11
10894.0,Train,Duplo,Toy Story,2019,21,2,Retired,19.99,26.14
10895.0,Emmet and Lucy's Visitors from the DUPLO Planet,Duplo,,2019,53,2,Retired,29.99,35.31
10897.0,My First Minnie Build,Duplo,,2019,10,0,Retired,9.99,12.87
10898.0,My First Mickey Build,Duplo,,2019,9,0,Retired,9.99,16.65
10899.0,Frozen Ice Castle,Duplo,Disney Princess,2019,59,3,Retail,49.99,
10900.0,Police Bike,Duplo,,2019,8,1,Retired,9.99,10.88
10901.0,Fire Truck,Duplo,,2019,21,2,Retired,19.99,35.67
10902.0,Police Station,Duplo,,2019,38,3,Retired,29.99,46.75
10903.0,Fire Station,Duplo,,2019,76,2,Retired,49.99,70.03
10904.0,Baby Animals,Duplo,,2019,9,0,Retired,9.99,17.27
10906.0,Tropical Island,Duplo,,2019,73,3,Retired,59.99,72.34
10907.0,World Animals,Duplo,,2019,121,6,Retired,99.99,123.16
10908.0,Plane,Duplo,,2019,12,1,Retired,9.99,16.42
10909.0,Heart Box,Duplo,,2020,80,0,Retail,19.99,
10910.0,Submarine Adventure,Duplo,,2019,24,2,Retired,19.99,38.71
10913.0,Brick Box,Duplo,,2020,65,2,Retail,29.99,
10914.0,Deluxe Brick Box,Duplo,,2020,85,2,Retail,49.99,
10915.0,Alphabet Truck,Duplo,,2020,36,2,Retail,29.99,
10917.0,Fire Truck,Duplo,,2020,6,0,Retired,4.99,17.08
10918.0,Tow Truck,Duplo,,2020,7,0,Retired,4.99,16.61
10919.0,Batcave,Duplo,,2020,33,3,Retired,34.99,40.88
10920.0,Elsa and Olaf's Tea Party,Duplo,,2020,17,2,Retail,19.99,
10921.0,Super Heroes Lab,Duplo,Marvel Super Hero Adventures,2020,30,3,Retired,29.99,43.85
10922.0,Ariel's Undersea Castle,Duplo,,2020,35,1,Retired,29.99,32.54
10924.0,Lightning McQueen's Race Day,Duplo,,2020,42,2,Retired,29.99,61.39
10925.0,Playroom,Duplo,,2020,17,2,Retired,14.99,15.04
10926.0,Bedroom,Duplo,,2020,16,2,Retired,14.99,17.19
10927.0,Pizza Stand,Duplo,,2020,18,1,Retired,9.99,10.38
10928.0,Bakery,Duplo,,2020,46,2,Retired,39.99,35.7
10929.0,Modular Playhouse,Duplo,,2020,129,3,Retail,59.99,
10930.0,Bulldozer,Duplo,,2020,10,1,Retail,9.99,
10931.0,Truck & Tracked Excavator,Duplo,,2020,20,2,Retail,19.99,
10932.0,Wrecking Ball Demolition,Duplo,,2020,56,3,Retired,59.99,91.7
10933.0,Tower Crane & Construction,Duplo,,2020,123,5,Retail,119.99,
10934.0,Creative Animals,Duplo,,2020,175,0,Retail,59.99,
10937.0,Batman Arkham Asylum Breakout,DC Comics Super Heroes,Batman,2013,1619,8,Retired,159.99,188.67
10939.0,T. rex and Triceratops Dinosaur Breakout,Duplo,Jurassic World,2021,36,1,Retail,29.99,
10940.0,Spider-Man Headquarters,Duplo,Spidey and His Amazing Friends,2021,36,3,Retail,29.99,
10941.0,Mickey & Minnie Birthday Train,Duplo,Disney,2021,22,3,Retail,34.99,
10942.0,Minnie's House and Cafe,Duplo,Minnie,2021,91,2,Retail,49.99,
10943.0,Happy Childhood Moments,Duplo,Chinese Traditional Festivals,2021,227,7,Retail,99.99,
10944.0,Space Shuttle Mission,Duplo,,2021,23,2,Retail,19.99,
10945.0,Garbage Truck and Recycling,Duplo,,2021,19,2,Retail,19.99,
10946.0,Family Camping Van Adventure,Duplo,,2021,30,4,Retail,29.99,
10947.0,Race Cars,Duplo,,2021,44,2,Retail,44.99,
10948.0,Parking Garage and Car Wash,Duplo,,2021,112,4,Retail,99.99,
10949.0,Farm Animal Care,Duplo,,2021,11,0,Retail,9.99,
10950.0,Farm Tractor & Animal Care,Duplo,,2021,27,2,Retail,19.99,
10951.0,Horse Stable and Pony Care,Duplo,,2021,65,2,Retail,29.99,
10952.0,"Barn, Tractor & Farm Animal Care",Duplo,,2021,97,4,Retail,59.99,
10953.0,Unicorn,Duplo,Basic,2021,8,0,Retail,9.99,
10954.0,Number Train - Learn To Count,Duplo,,2021,23,2,Retail,19.99,
10955.0,Animal Train,Duplo,Basic,2021,15,0,Retail,19.99,
10956.0,Amusement Park,Duplo,,2021,95,7,Retail,129.99,
10957.0,Fire Helicopter & Police Car,Duplo,Town,2021,14,0,Retail,9.99,
10958.0,Creative Birthday Party,Duplo,Basic,2021,200,2,Retired,59.99,57.86
10961.0,Airplane & Airport,Duplo,,2021,28,3,Retail,29.99,
11001.0,Bricks and Ideas,Classic,,2019,123,0,Retired,9.99,12.48
11002.0,Basic Brick Set,Classic,,2019,300,0,Retired,19.99,28.68
11003.0,Bricks and Eyes,Classic,,2019,451,0,Retired,29.99,32.08
11004.0,Windows of Creativity,Classic,,2019,450,0,Retired,29.99,39.49
11005.0,Creative Fun,Classic,,2019,900,0,Retired,34.99,
11006.0,Creative Blue Bricks,Classic,,2020,52,0,Retail,4.99,
11007.0,Creative Green Bricks,Classic,,2020,60,0,Retired,4.99,7.91
11008.0,Bricks and Houses,Classic,,2020,270,0,Retail,19.99,
11009.0,Shadow Theatre,Classic,,2020,441,0,Retired,29.99,25.06
11010.0,White Baseplate,Classic,,2020,1,0,Retired,7.99,8.79
11011.0,Bricks and Animals,Classic,,2020,1500,0,Retail,59.99,
11012.0,Creative White Bricks,Classic,,2021,60,0,Retail,4.99,
11013.0,Creative Transparent Bricks,Classic,,2021,500,0,Retail,34.99,
11014.0,Bricks and Wheels,Classic,,2021,653,0,Retail,44.99,
11015.0,Around the World,Classic,,2021,950,0,Retail,49.99,
11016.0,Creative Building Bricks,Classic,,2021,1200,0,Retail,49.99,
11717.0,Bricks Box,Classic,,2020,1500,0,Retail,69.99,
11903.0,Brickmaster Ninjago Fight the Power of the Snakes Parts,Ninjago,Book Parts,2013,156,0,Retired,17.59,19.86
11904.0,Brickmaster Legends of Chima The Quest for Chi,Legends of Chim,,2013,187,2,Retired,17.59,32.1
11909.0,Build Your Own Adventure Parts,Ninjago,Book Parts,2015,74,1,Retired,,11.19
11910.0,Micro-Scale Space Cruiser,Space,Classic,2015,102,0,Retired,11.43,16.02
11911.0,Build Your Own Adventure Parts,City,Book Parts,2016,92,1,Retired,10.55,10.51
11912.0,Star Wars Build Your Own Adventure Parts,Star Wars,Book Parts,2016,69,1,Retired,10.55,15.84
11913.0,Nexo Knights Build Your Own Adventure Parts,Nexo Knights,Book Parts,2017,73,1,Retired,17.59,19.93
11914.0,DC Comics Super Heroes Build Your Own Adventure parts,DC Comics Super Heroes,,2017,80,1,Retired,17.59,22.0
11920.0,Parts for Star Wars Build Your Own Adventure Galactic Missions,Star Wars,,2019,66,1,Retired,14.95,23.5
11926.0,Parts for Wooden Minifigure,LEGO Originals,,2019,29,0,Retired,,9.79
11938.0,Robot,Exclusive,Magazine Gifts,2020,45,0,Retired,,4.36
11939.0,Octopus,Exclusive,Magazine Gifts,2020,63,0,Retired,,3.05
11940.0,Castle,Exclusive,Magazine Gifts,2020,52,0,Retired,,4.37
11941.0,Frog,Exclusive,Magazine Gifts,2020,56,0,Retired,,5.43
11942.0,Lunar Lander,Exclusive,Magazine Gifts,2020,45,0,Retired,,4.41
11943.0,Ant,Creator,Magazine Gifts,2020,25,0,Retired,,4.39
11944.0,Skull,Creator,Magazine Gifts,2021,39,0,Retired,,4.31
11945.0,Steam Locomotive,Creator,Magazine Gifts,2021,38,0,Retired,,4.54
11946.0,Penguin,Creator,Magazine Gifts,2021,48,0,Retired,4.39,5.4
11947.0,Time Machine,Creator,Magazine Gifts,2021,39,0,Retired,,4.34
11948.0,Carnivorous Plant,Creator,Magazine Gifts,2021,43,0,Retired,,4.63
11949.0,Parrot,Creator,Magazine Gifts,2021,44,0,Retired,,4.78
11950.0,Race Car,Creator,Magazine Gifts,2021,34,0,Retired,,3.72
11951.0,Orangutan,Creator,Magazine Gifts,2021,51,0,Retired,,3.92
11952.0,Wind Turbine and Wind Mill,Creator,Magazine Gifts,2021,38,0,Retired,,3.48
11953.0,Gecko,Creator,Magazine Gifts,2021,36,0,Retired,,3.76
11954.0,UFO,Creator,Magazine Gifts,2021,40,0,Retired,,4.11
11955.0,Lion,Creator,Magazine Gifts,2021,47,0,Retired,,3.99
17101.0,Creative Toolbox,Boost,,2017,843,0,Retail,159.99,
19710.0,Sears Tower,Architecture,Brickstructures,2008,68,0,Retired,26.39,970.96
19720.0,John Hancock Center,Architecture,Brickstructures,2008,69,0,Retired,26.39,818.73
20001.0,LEGO Batbot,Creator,,2008,103,0,Retired,,26.39
20002.0,4x4 Fire Truck,City,Fire,2008,56,1,Retired,,39.16
20003.0,BrickMaster Creator,Creator,,2008,102,0,Retired,,15.07
20004.0,BrickMaster Indiana Jones,Indiana Jones,Kingdom of the Crystal Skull,2008,83,1,Retired,,99.31
20005.0,BrickMaster Bionicle,Bionicle,,2008,38,0,Retired,,28.55
20006.0,Clone Turbo Tank,Star Wars,The Clone Wars,2008,64,0,Retired,,100.41
20007.0,Republic Attack Cruiser,Star Wars,The Clone Wars,2009,84,0,Retired,,103.63
20008.0,BrickMaster Creator,Creator,,2009,79,0,Retired,,11.03
20009.0,AT-TE Walker,Star Wars,The Clone Wars,2009,94,0,Retired,4.39,27.23
20010.0,Republic Gunship,Star Wars,The Clone Wars,2009,99,0,Retired,4.39,32.35
20011.0,BrickMaster Creator,Creator,,2009,74,0,Retired,,15.78
20012.0,BrickMaster Bionicle,Bionicle,,2009,33,0,Retired,,14.78
20013.0,Neptune Microsub,Atlantis,,2010,63,0,Retired,3.51,14.49
20014.0,4x4 Dynamo,Creator,,2010,69,0,Retired,,13.19
20015.0,Crocodile,Creator,,2010,89,0,Retired,,17.59
20016.0,Imperial Shuttle,Star Wars,Mini Building Set,2010,70,0,Retired,3.07,18.96
20017.0,Dagger Trap,Prince of Persi,The Sands of Time,2010,49,1,Retired,,15.85
20018.0,AT-AT Walker,Star Wars,Episode V,2010,88,0,Retired,,35.04
20019.0,Slave I,Star Wars,Episode V,2011,76,0,Retired,,17.6
